field_id,date,valid_frac,ndvi,ndre,cire,s2rep,ndre_seg_std,n_segments
FLD0267,2026-05-08,0.5389,0.6317,0.3906,1.1632,718.8771,0.1250,7.0000
FLD0268,2026-05-08,0.6000,0.5571,0.3488,0.9940,717.1314,0.1341,6.0000
FLD0270,2026-05-08,0.7500,0.6322,0.3887,1.1099,717.8884,0.0631,11.0000
FLD0271,2026-05-08,0.7514,0.8337,0.5096,1.7350,719.6509,0.0454,7.0000
FLD0276,2026-05-08,0.5665,0.7074,0.4912,1.7264,721.8478,0.0813,7.0000
FLD0277,2026-05-08,0.7103,0.5864,0.3867,1.2503,718.0241,0.1346,15.0000
FLD0278,2026-05-08,0.8755,0.5274,0.3423,0.9726,717.3183,0.1117,19.0000
FLD0279,2026-05-08,0.7743,0.5709,0.3462,0.9956,716.5060,0.1244,16.0000
FLD0280,2026-05-08,0.7081,0.5990,0.3753,1.1632,717.5181,0.0576,14.0000
FLD0281,2026-05-08,1.0000,0.7768,0.4674,1.6174,718.7206,0.0731,2.0000
FLD0284,2026-05-08,0.9538,0.4120,0.2649,0.6188,713.1754,0.0898,21.0000
FLD0285,2026-05-08,0.7885,0.7384,0.4568,1.3247,718.2774,,1.0000
FLD0286,2026-05-08,0.8602,0.5496,0.3672,1.0195,719.1851,0.0270,2.0000
FLD0288,2026-05-08,0.5794,0.7138,0.4713,1.4487,720.4737,,1.0000
FLD0290,2026-05-08,0.5532,0.6232,0.4215,1.3543,720.3858,0.0890,21.0000
FLD0293,2026-05-08,0.8409,0.8682,0.5767,2.3637,722.8345,0.0800,3.0000
FLD0294,2026-05-08,0.6944,0.6785,0.4284,1.2186,718.2957,0.0763,3.0000
FLD0295,2026-05-08,0.6364,0.7790,0.5397,2.0203,722.7876,0.0668,2.0000
FLD0296,2026-05-08,0.5263,0.8402,0.5401,1.9977,722.4445,,1.0000
FLD0297,2026-05-08,0.9630,0.7458,0.5245,1.9854,723.0885,0.0386,3.0000
FLD0298,2026-05-08,0.7313,0.5786,0.3997,1.1914,720.6168,0.0560,6.0000
FLD0300,2026-05-08,0.6228,0.4295,0.3078,0.9131,720.0552,0.1302,6.0000
FLD0301,2026-05-08,0.8187,0.4817,0.3109,0.8543,720.0372,0.0919,7.0000
FLD0302,2026-05-08,0.7302,0.6306,0.4034,1.2965,718.5475,0.1165,15.0000
FLD0303,2026-05-08,0.5725,0.6130,0.4137,1.4452,720.3425,0.1267,48.0000
FLD0304,2026-05-08,0.7826,0.5366,0.3524,1.0102,717.9401,0.0832,3.0000
FLD0307,2026-05-08,0.5619,0.8271,0.5360,1.9967,720.7394,0.1026,4.0000
FLD0309,2026-05-08,0.5000,0.7684,0.5420,2.3549,722.9328,0.0183,2.0000
FLD0310,2026-05-08,1.0000,0.4905,0.3680,0.8747,721.8113,,1.0000
FLD0311,2026-05-08,0.6966,0.7339,0.4613,1.6482,718.8517,0.0870,8.0000
FLD0313,2026-05-08,0.6154,0.6549,0.4147,1.2258,718.7690,0.0974,3.0000
FLD0314,2026-05-08,1.0000,0.5084,0.3481,0.7747,718.1786,0.0669,5.0000
FLD0316,2026-05-08,0.6710,0.5988,0.4026,1.3089,720.0251,0.1079,24.0000
FLD0318,2026-05-08,0.9270,0.6367,0.3865,1.2055,717.3249,0.1072,21.0000
FLD0321,2026-05-08,0.8315,0.8019,0.5036,1.7177,720.0379,0.0279,3.0000
FLD0322,2026-05-08,0.9437,0.6851,0.4370,1.3538,719.3334,0.0819,11.0000
FLD0325,2026-05-08,1.0000,0.4794,0.3082,0.7824,717.8254,0.0868,8.0000
FLD0326,2026-05-08,0.9007,0.7270,0.4648,1.7721,719.8940,0.0884,8.0000
FLD0327,2026-05-08,0.5253,0.5606,0.3773,1.2547,718.7662,0.1024,2.0000
FLD0330,2026-05-08,0.7838,0.5704,0.3442,0.9480,716.3531,0.0882,10.0000
FLD0333,2026-05-08,0.8200,0.7009,0.4197,1.1730,716.9175,0.0841,6.0000
FLD0334,2026-05-08,0.5891,0.2891,0.1759,0.3536,709.3674,0.0814,15.0000
FLD0335,2026-05-08,0.7383,0.6539,0.4037,1.1135,716.8395,0.0990,48.0000
FLD0336,2026-05-08,0.9304,0.5819,0.3578,0.8713,716.0066,0.0889,10.0000
FLD0338,2026-05-08,0.6525,0.2953,0.1990,0.4237,715.6122,0.0568,8.0000
FLD0339,2026-05-08,0.6974,0.3543,0.2294,0.4497,713.3994,0.0707,7.0000
FLD0340,2026-05-08,0.7429,0.3103,0.2157,0.4395,714.5484,0.1254,7.0000
FLD0341,2026-05-08,0.5902,0.4259,0.2330,0.5890,713.8260,0.0813,4.0000
FLD0343,2026-05-08,0.7362,0.5389,0.3319,0.7725,716.0581,0.0572,7.0000
FLD0345,2026-05-08,0.9130,0.5131,0.3373,0.7849,718.2811,0.0549,14.0000
FLD0346,2026-05-08,0.9231,0.6759,0.4123,0.9960,715.9586,0.0453,6.0000
FLD0353,2026-05-08,0.6916,0.2950,0.2080,0.4473,722.3068,0.0907,6.0000
FLD0356,2026-05-08,0.7352,0.3736,0.2570,0.5431,716.2829,0.0863,21.0000
FLD0357,2026-05-08,0.9595,0.2534,0.1876,0.3337,715.8481,0.0497,8.0000
FLD0360,2026-05-08,0.5333,0.3400,0.2270,0.5311,716.8344,0.1208,9.0000
FLD0361,2026-05-08,0.5867,0.3838,0.2820,0.8013,716.9594,0.1927,3.0000
FLD0363,2026-05-08,0.5333,0.6103,0.4004,1.2471,720.8208,0.0611,3.0000
FLD0365,2026-05-08,0.6500,0.7068,0.4641,1.4019,722.1760,0.0290,2.0000
FLD0367,2026-05-08,0.6398,0.5789,0.3963,1.2095,719.8996,0.1222,11.0000
FLD0368,2026-05-08,0.5900,0.7893,0.5024,1.8705,720.3403,0.0653,5.0000
FLD0374,2026-05-08,0.6645,0.3582,0.2356,0.6026,714.6352,0.1234,75.0000
FLD0375,2026-05-08,1.0000,0.2648,0.2002,0.3778,719.5119,0.0289,3.0000
FLD0377,2026-05-08,0.6250,0.2060,0.1351,0.2839,713.8013,0.0861,4.0000
FLD0379,2026-05-08,0.8372,0.3648,0.2465,0.5063,712.0932,0.0433,7.0000
FLD0380,2026-05-08,0.7264,0.6221,0.3946,1.2643,718.4546,0.0981,46.0000
FLD0381,2026-05-08,0.6088,0.4625,0.2965,0.7497,716.2877,0.0829,13.0000
FLD0382,2026-05-08,0.6905,0.3565,0.2472,0.5341,714.0582,0.0401,4.0000
FLD0383,2026-05-08,0.6887,0.2823,0.1912,0.3823,714.0047,0.0847,25.0000
FLD0384,2026-05-08,0.6021,0.6423,0.4109,1.1825,719.1611,0.0586,11.0000
FLD0385,2026-05-08,0.8190,0.6142,0.3767,1.0001,716.4258,0.0693,10.0000
FLD0386,2026-05-08,0.7154,0.7128,0.4499,1.5217,719.1087,0.0893,19.0000
FLD0388,2026-05-08,0.8667,0.5916,0.3909,1.1017,719.7204,0.0041,2.0000
FLD0390,2026-05-08,0.6352,0.6414,0.4073,1.2390,717.8796,0.0694,9.0000
FLD0392,2026-05-08,0.8411,0.5448,0.3542,1.0609,717.2511,0.1128,22.0000
FLD0395,2026-05-08,0.5125,0.6131,0.4168,1.4395,720.5253,0.1282,63.0000
FLD0396,2026-05-08,0.7205,0.6487,0.4278,1.3799,720.2887,0.0790,8.0000
FLD0397,2026-05-08,0.6289,0.5139,0.3296,1.1151,717.5185,0.0844,3.0000
FLD0399,2026-05-08,0.6475,0.6934,0.4368,1.3714,718.0711,0.0962,5.0000
FLD0402,2026-05-08,0.7685,0.5850,0.3993,1.3477,719.6239,0.0863,10.0000
FLD0403,2026-05-08,0.8696,0.7869,0.4877,1.7942,720.1486,0.0316,5.0000
FLD0404,2026-05-08,0.6667,0.7635,0.4939,1.9618,721.0385,,1.0000
FLD0405,2026-05-08,1.0000,0.5015,0.3328,0.8905,718.4154,0.0522,4.0000
FLD0408,2026-05-08,1.0000,0.6624,0.3864,1.3167,715.1969,,1.0000
FLD0414,2026-05-08,0.6471,0.5947,0.4054,1.2356,720.0855,0.0943,5.0000
FLD0421,2026-05-08,1.0000,0.5541,0.4184,1.2792,723.1422,0.0069,3.0000
FLD0423,2026-05-08,0.9000,0.4623,0.3047,0.6856,717.5724,,1.0000
FLD0426,2026-05-08,0.9580,0.6233,0.3853,1.0711,718.1412,0.0684,13.0000
FLD0427,2026-05-08,0.9587,0.6409,0.3886,1.1111,717.5931,0.0695,13.0000
FLD0428,2026-05-08,0.8699,0.6130,0.3861,1.0846,718.7414,0.0838,30.0000
FLD0431,2026-05-08,1.0000,0.6233,0.3774,0.9314,715.7810,0.0040,3.0000
FLD0432,2026-05-08,1.0000,0.3735,0.2545,0.5147,716.3794,0.1060,3.0000
FLD0433,2026-05-08,1.0000,0.4174,0.2672,0.5781,713.7169,0.0934,3.0000
FLD0434,2026-05-08,1.0000,0.5377,0.3757,1.0108,717.5491,,1.0000
FLD0436,2026-05-08,0.9618,0.4257,0.2882,0.5765,714.5295,0.0918,22.0000
FLD0437,2026-05-08,0.8539,0.7510,0.4718,1.4785,719.0172,0.0501,10.0000
FLD0440,2026-05-08,0.5758,0.6924,0.4696,1.5082,720.0228,0.0275,2.0000
FLD0441,2026-05-08,1.0000,0.5230,0.3216,0.8329,715.5790,,1.0000
FLD0442,2026-05-08,0.6719,0.4935,0.3576,0.9918,720.4251,0.0705,3.0000
FLD0443,2026-05-08,0.7576,0.7907,0.5135,1.9072,720.1870,0.0998,4.0000
FLD0449,2026-05-08,0.8101,0.6501,0.4288,1.1877,720.0091,,1.0000
FLD0458,2026-05-08,1.0000,0.2951,0.2211,0.4936,718.0807,0.0356,2.0000
FLD0459,2026-05-08,0.9545,0.4556,0.2880,0.6705,718.4262,0.0313,4.0000
FLD0460,2026-05-08,0.7692,0.7192,0.4309,1.1747,716.9469,0.0843,2.0000
FLD0463,2026-05-08,0.6154,0.6085,0.4354,1.0117,719.6879,0.0868,2.0000
FLD0464,2026-05-08,0.5128,0.7970,0.5678,2.2834,723.4671,0.0139,2.0000
FLD0466,2026-05-08,1.0000,0.5240,0.3291,0.7881,716.8536,0.0615,4.0000
FLD0467,2026-05-08,0.8571,0.6513,0.4108,1.1679,718.0446,0.0546,7.0000
FLD0468,2026-05-08,1.0000,0.5259,0.3839,0.9858,721.1224,0.0705,2.0000
FLD0063,2026-05-13,0.9641,0.7556,0.4799,1.6030,717.7621,0.0883,30.0000
FLD0066,2026-05-13,0.9422,0.6581,0.4176,1.2246,716.4148,0.0713,38.0000
FLD0077,2026-05-13,0.9195,0.6933,0.4587,1.4946,717.8154,0.1165,33.0000
FLD0078,2026-05-13,0.8445,0.6863,0.4529,1.3599,717.4513,0.0674,31.0000
FLD0079,2026-05-13,0.9533,0.6915,0.4568,1.4361,718.1815,0.0723,21.0000
FLD0080,2026-05-13,0.8009,0.6790,0.4553,1.4447,718.2905,0.1207,21.0000
FLD0081,2026-05-13,0.8005,0.7170,0.4687,1.5526,717.7169,0.0749,28.0000
FLD0082,2026-05-13,0.9307,0.5741,0.3882,1.0146,716.2004,0.1117,32.0000
FLD0108,2026-05-13,0.5667,0.7643,0.5286,2.0171,721.1497,0.0179,2.0000
FLD0109,2026-05-13,0.5989,0.6549,0.4499,1.4531,718.7048,0.0973,12.0000
FLD0112,2026-05-13,0.5479,0.7663,0.5118,1.8874,719.1596,0.0666,32.0000
FLD0120,2026-05-13,0.6299,0.8070,0.5484,2.2004,720.2345,0.0601,40.0000
FLD0121,2026-05-13,0.7915,0.7377,0.4917,1.6521,718.8148,0.0543,23.0000
FLD0264,2026-05-13,0.5938,0.6782,0.4473,1.4516,717.7069,0.0908,23.0000
FLD0265,2026-05-13,0.8150,0.7108,0.4608,1.4595,717.3525,0.0934,38.0000
FLD0425,2026-05-13,0.7977,0.7482,0.4929,1.7158,718.5059,0.0991,20.0000
FLD0426,2026-05-13,0.5105,0.5835,0.3798,0.9844,716.1942,0.0413,7.0000
FLD0002,2026-05-18,0.5404,0.5255,0.3671,1.1001,721.5372,0.1044,5.0000
FLD0003,2026-05-18,0.9634,0.4710,0.3060,0.6501,717.8787,0.0630,10.0000
FLD0004,2026-05-18,0.6667,0.5000,0.3014,0.8123,722.2651,0.1424,6.0000
FLD0005,2026-05-18,0.6949,0.5496,0.3622,1.0862,717.0953,0.0953,4.0000
FLD0006,2026-05-18,0.6522,0.6400,0.4117,1.3423,716.8103,0.1299,11.0000
FLD0007,2026-05-18,0.7131,0.4443,0.2904,0.6875,716.6533,0.1230,21.0000
FLD0010,2026-05-18,0.6359,0.7214,0.4808,1.4773,720.4272,,1.0000
FLD0021,2026-05-18,0.7027,0.7459,0.4942,1.7960,721.2971,0.0651,6.0000
FLD0022,2026-05-18,0.7852,0.7719,0.5073,1.9852,721.4659,0.0560,12.0000
FLD0023,2026-05-18,0.5714,0.7162,0.4879,1.6524,725.1561,,1.0000
FLD0024,2026-05-18,0.5404,0.7831,0.4847,1.6521,718.6646,0.0759,8.0000
FLD0030,2026-05-18,0.8051,0.6905,0.4411,1.2957,720.1847,0.0675,7.0000
FLD0033,2026-05-18,0.5659,0.5152,0.3273,0.7621,714.0029,0.0610,6.0000
FLD0034,2026-05-18,0.7500,0.7537,0.4396,1.3076,717.5053,0.0830,5.0000
FLD0036,2026-05-18,0.6557,0.4697,0.2986,0.9454,715.9082,,1.0000
FLD0038,2026-05-18,0.8109,0.3918,0.2530,0.5382,714.2924,0.0931,23.0000
FLD0040,2026-05-18,0.6757,0.5585,0.3635,0.9829,719.1474,0.0648,18.0000
FLD0041,2026-05-18,0.6970,0.4746,0.3040,0.6925,714.5329,0.0811,52.0000
FLD0042,2026-05-18,0.8152,0.5052,0.3045,0.7282,713.9265,0.0721,14.0000
FLD0043,2026-05-18,0.8207,0.5440,0.3534,0.9731,717.5414,0.1059,56.0000
FLD0045,2026-05-18,0.5266,0.8115,0.5197,1.8708,720.1900,0.1896,6.0000
FLD0049,2026-05-18,0.9070,0.4695,0.3167,0.7126,716.7932,0.0634,30.0000
FLD0050,2026-05-18,0.8553,0.5737,0.3665,1.0080,718.9118,0.0989,11.0000
FLD0051,2026-05-18,1.0000,0.4302,0.3113,0.7060,717.1868,0.0669,3.0000
FLD0052,2026-05-18,0.7943,0.7276,0.4491,1.3830,718.1413,0.0870,14.0000
FLD0053,2026-05-18,0.7556,0.4800,0.3206,0.9588,721.6751,0.0850,6.0000
FLD0054,2026-05-18,0.8047,0.6231,0.3964,1.1398,717.8423,0.1025,24.0000
FLD0056,2026-05-18,0.7677,0.5167,0.3378,0.7353,717.2670,0.0327,9.0000
FLD0057,2026-05-18,0.8344,0.6797,0.4276,1.0914,717.4322,0.0474,16.0000
FLD0058,2026-05-18,0.6680,0.7026,0.4577,1.3891,720.4706,0.0324,13.0000
FLD0059,2026-05-18,0.9565,0.4782,0.3207,0.6677,715.7729,0.1036,9.0000
FLD0060,2026-05-18,0.8036,0.7097,0.4393,1.2533,717.9328,0.0690,2.0000
FLD0061,2026-05-18,0.8276,0.6953,0.4386,1.2136,718.2099,0.0679,5.0000
FLD0066,2026-05-18,0.5857,0.6782,0.4199,1.2914,718.7187,0.0821,23.0000
FLD0068,2026-05-18,0.5816,0.6752,0.4570,1.7576,722.0447,0.0968,10.0000
FLD0069,2026-05-18,0.8000,0.6177,0.4425,1.6292,723.8510,0.1356,4.0000
FLD0070,2026-05-18,0.5375,0.5565,0.4056,1.2682,722.9614,0.0565,4.0000
FLD0071,2026-05-18,0.5287,0.5277,0.3590,1.0687,718.8677,0.1256,22.0000
FLD0072,2026-05-18,0.6613,0.4873,0.2997,0.7899,717.6761,0.0516,3.0000
FLD0073,2026-05-18,1.0000,0.4297,0.2612,0.6204,716.3603,0.0359,2.0000
FLD0075,2026-05-18,0.8947,0.7199,0.4286,1.1773,715.4605,0.0957,3.0000
FLD0076,2026-05-18,0.9111,0.4218,0.2872,0.5642,714.5402,0.0409,4.0000
FLD0077,2026-05-18,0.5898,0.6817,0.4354,1.3633,718.7774,0.1135,20.0000
FLD0078,2026-05-18,0.6434,0.6839,0.4380,1.3008,718.9160,0.0633,17.0000
FLD0079,2026-05-18,0.7160,0.7481,0.4875,1.7544,720.9711,0.0956,17.0000
FLD0080,2026-05-18,0.6088,0.7343,0.4824,1.7123,721.0557,0.1489,14.0000
FLD0081,2026-05-18,0.5399,0.7281,0.4585,1.5987,718.7039,0.0893,19.0000
FLD0082,2026-05-18,0.7289,0.5827,0.3773,1.0060,717.6057,0.1061,23.0000
FLD0083,2026-05-18,0.8755,0.5365,0.3154,0.8289,715.0713,0.0752,8.0000
FLD0087,2026-05-18,0.7000,0.7182,0.4558,1.5870,720.1506,0.0840,24.0000
FLD0095,2026-05-18,0.5076,0.7123,0.4582,1.7667,721.3722,0.0958,6.0000
FLD0102,2026-05-18,0.6087,0.5652,0.3531,1.1250,720.4782,,1.0000
FLD0114,2026-05-18,0.8205,0.5860,0.4504,1.5286,721.8350,,1.0000
FLD0121,2026-05-18,0.6106,0.7444,0.4953,1.7997,721.5584,0.0785,19.0000
FLD0127,2026-05-18,0.5169,0.5410,0.3578,1.2386,717.7945,0.1533,4.0000
FLD0128,2026-05-18,0.9178,0.4496,0.2828,0.6420,713.7969,0.0721,6.0000
FLD0129,2026-05-18,0.9231,0.4803,0.3074,0.6766,715.3960,0.0259,3.0000
FLD0130,2026-05-18,1.0000,0.4246,0.2756,0.6043,717.6970,0.0693,2.0000
FLD0134,2026-05-18,0.6089,0.6918,0.4707,1.4677,719.8188,,1.0000
FLD0135,2026-05-18,0.8875,0.5073,0.3373,0.7724,717.3497,0.0674,7.0000
FLD0139,2026-05-18,0.8571,0.5315,0.3050,0.7722,714.4057,,1.0000
FLD0141,2026-05-18,0.5714,0.6743,0.5571,2.1970,725.4873,,1.0000
FLD0143,2026-05-18,0.7756,0.5793,0.3956,1.3628,720.5088,0.1269,51.0000
FLD0149,2026-05-18,0.5673,0.7087,0.4466,1.6020,719.1702,0.1065,9.0000
FLD0150,2026-05-18,0.5575,0.4821,0.3225,0.8930,717.7988,0.0765,10.0000
FLD0151,2026-05-18,0.8942,0.5504,0.3207,0.8681,716.1258,0.0876,13.0000
FLD0152,2026-05-18,0.7360,0.6749,0.4274,1.4181,717.5932,0.1457,10.0000
FLD0155,2026-05-18,0.7326,0.5545,0.3808,1.0881,719.5148,0.0658,7.0000
FLD0158,2026-05-18,0.5603,0.5351,0.3266,0.9167,716.7616,0.1450,3.0000
FLD0159,2026-05-18,0.9305,0.6065,0.3701,1.0922,717.5871,0.0848,8.0000
FLD0161,2026-05-18,0.5837,0.6477,0.4321,1.4433,720.7162,0.0744,18.0000
FLD0162,2026-05-18,1.0000,0.3691,0.2677,0.5572,724.8870,,1.0000
FLD0163,2026-05-18,0.9512,0.5687,0.3427,0.7668,714.6349,0.0067,2.0000
FLD0165,2026-05-18,0.5865,0.6583,0.4191,1.3887,719.6590,0.1029,13.0000
FLD0166,2026-05-18,0.5469,0.6924,0.4601,1.5998,722.6010,0.1507,8.0000
FLD0169,2026-05-18,0.8000,0.4309,0.2682,0.6982,722.3664,,1.0000
FLD0173,2026-05-18,0.5978,0.6031,0.3727,1.0460,717.0462,0.0775,18.0000
FLD0175,2026-05-18,0.9388,0.4516,0.2890,0.6751,715.0133,0.1213,8.0000
FLD0179,2026-05-18,0.8587,0.6286,0.4182,1.2390,721.3846,0.0321,3.0000
FLD0180,2026-05-18,1.0000,0.5548,0.3296,0.7588,714.0509,,1.0000
FLD0182,2026-05-18,0.5063,0.7466,0.5097,1.9718,721.4241,0.1358,4.0000
FLD0184,2026-05-18,0.6818,0.7455,0.4423,1.4447,718.4974,0.0637,4.0000
FLD0188,2026-05-18,0.7109,0.4238,0.2749,0.7755,715.9802,0.1129,27.0000
FLD0189,2026-05-18,1.0000,0.4850,0.3507,0.9783,722.2412,0.0697,3.0000
FLD0190,2026-05-18,0.5690,0.6980,0.4692,1.6284,720.2687,0.1409,4.0000
FLD0191,2026-05-18,0.6448,0.6413,0.4347,1.5240,720.1667,0.1137,19.0000
FLD0196,2026-05-18,0.9143,0.4334,0.2852,0.6397,718.6266,0.0529,2.0000
FLD0200,2026-05-18,0.8000,0.7846,0.4364,1.4089,717.3231,,1.0000
FLD0202,2026-05-18,0.7222,0.6045,0.4003,1.2948,722.4376,0.0578,2.0000
FLD0205,2026-05-18,0.8734,0.6912,0.4384,1.3180,718.3718,,1.0000
FLD0207,2026-05-18,0.7692,0.3962,0.2313,0.5451,715.4387,0.0227,4.0000
FLD0208,2026-05-18,1.0000,0.3969,0.3278,0.8603,731.0001,0.2030,2.0000
FLD0209,2026-05-18,0.9500,0.4771,0.2858,0.7364,714.5295,0.0951,5.0000
FLD0212,2026-05-18,1.0000,0.5185,0.2705,0.5831,705.9432,,1.0000
FLD0214,2026-05-18,1.0000,0.4664,0.3204,0.7418,722.6398,0.0664,3.0000
FLD0219,2026-05-18,0.9600,0.5013,0.3201,0.5800,709.5827,0.0429,2.0000
FLD0220,2026-05-18,0.8889,0.4861,0.3044,0.6411,720.6178,0.0138,2.0000
FLD0222,2026-05-18,1.0000,0.5558,0.3269,0.8134,715.8665,0.0539,9.0000
FLD0223,2026-05-18,1.0000,0.5838,0.4370,1.4116,720.9857,,1.0000
FLD0224,2026-05-18,0.5217,0.8420,0.5699,2.1048,720.5702,,1.0000
FLD0226,2026-05-18,0.7300,0.4181,0.2808,0.5726,715.6163,0.0409,5.0000
FLD0227,2026-05-18,0.5125,0.6607,0.4258,1.1606,718.8886,0.0299,4.0000
FLD0228,2026-05-18,0.7674,0.5894,0.3792,1.0049,719.3300,0.1084,16.0000
FLD0229,2026-05-18,0.8947,0.6352,0.3528,0.9327,714.3344,0.0949,7.0000
FLD0231,2026-05-18,0.8450,0.4236,0.2771,0.6242,715.9102,0.0819,15.0000
FLD0233,2026-05-18,0.6667,0.8266,0.4539,1.1929,713.4221,,1.0000
FLD0235,2026-05-18,0.6163,0.4861,0.3381,1.1376,717.9203,0.0820,4.0000
FLD0238,2026-05-18,1.0000,0.1861,0.1974,0.5070,736.5781,,1.0000
FLD0240,2026-05-18,0.8537,0.5670,0.3959,0.9553,719.4567,0.0320,3.0000
FLD0242,2026-05-18,0.8713,0.6042,0.3780,0.9501,716.2690,0.0799,2.0000
FLD0244,2026-05-18,0.8537,0.6994,0.4396,1.3714,718.0528,0.0681,2.0000
FLD0245,2026-05-18,0.8846,0.5273,0.3164,0.7047,713.4162,0.0283,4.0000
FLD0246,2026-05-18,0.5860,0.4764,0.3264,0.9215,717.2774,0.1352,9.0000
FLD0247,2026-05-18,0.8641,0.4560,0.2972,0.7023,714.7184,0.1026,20.0000
FLD0248,2026-05-18,0.6400,0.5578,0.3459,0.8241,716.4939,0.0919,8.0000
FLD0250,2026-05-18,0.8498,0.5239,0.3469,0.8754,717.5041,0.1002,15.0000
FLD0251,2026-05-18,0.6504,0.6408,0.4114,1.2580,718.3290,0.1095,27.0000
FLD0252,2026-05-18,0.5263,0.8096,0.5482,2.1154,722.0119,0.0837,6.0000
FLD0254,2026-05-18,0.7295,0.6827,0.4483,1.3165,720.0873,0.0716,10.0000
FLD0256,2026-05-18,0.5333,0.3325,0.2100,0.4285,714.4766,,1.0000
FLD0257,2026-05-18,0.8519,0.3981,0.2404,0.4809,712.7971,0.0574,4.0000
FLD0258,2026-05-18,0.6250,0.4605,0.2385,0.4300,705.2890,,1.0000
FLD0259,2026-05-18,0.6338,0.3806,0.2496,0.5420,716.2658,0.1035,14.0000
FLD0263,2026-05-18,0.5638,0.7447,0.4838,1.6045,719.8960,0.0639,9.0000
FLD0265,2026-05-18,0.6874,0.6850,0.4310,1.4035,718.0620,0.1308,32.0000
FLD0266,2026-05-18,0.6544,0.3891,0.2532,0.6227,714.4118,0.1034,68.0000
FLD0268,2026-05-18,0.5659,0.5904,0.3320,0.8896,715.5769,0.0937,3.0000
FLD0270,2026-05-18,0.6397,0.5569,0.3323,0.8059,716.5690,0.0387,11.0000
FLD0271,2026-05-18,0.5746,0.8354,0.5054,1.7330,718.5739,0.0662,6.0000
FLD0276,2026-05-18,0.5222,0.6706,0.4644,1.6512,721.8065,0.0795,7.0000
FLD0277,2026-05-18,0.7266,0.5950,0.3760,1.2025,716.6303,0.1425,17.0000
FLD0278,2026-05-18,0.8257,0.5496,0.3550,1.0390,718.3837,0.1144,16.0000
FLD0279,2026-05-18,0.6736,0.5480,0.3355,0.9705,717.5045,0.1231,13.0000
FLD0280,2026-05-18,0.6312,0.5655,0.3572,1.0988,717.4312,0.0668,13.0000
FLD0281,2026-05-18,1.0000,0.7435,0.4454,1.4318,717.8417,0.0451,2.0000
FLD0284,2026-05-18,0.7311,0.4440,0.2692,0.6685,714.3095,0.0885,20.0000
FLD0285,2026-05-18,0.7692,0.7063,0.4396,1.2109,717.6482,,1.0000
FLD0286,2026-05-18,0.8065,0.5758,0.3850,1.1154,720.8912,0.0707,2.0000
FLD0288,2026-05-18,0.5514,0.7112,0.4682,1.3711,719.5897,,1.0000
FLD0290,2026-05-18,0.5068,0.6105,0.4164,1.3697,720.8506,0.0929,20.0000
FLD0293,2026-05-18,0.6818,0.8130,0.5563,2.2073,722.6493,0.0755,4.0000
FLD0294,2026-05-18,0.5972,0.6423,0.4183,1.2245,719.0317,0.0057,2.0000
FLD0300,2026-05-18,0.5709,0.4103,0.2933,0.8539,719.9785,0.1300,6.0000
FLD0301,2026-05-18,0.6321,0.5511,0.3444,1.0371,717.3714,0.0958,6.0000
FLD0302,2026-05-18,0.6442,0.5450,0.3469,1.0356,718.7735,0.1046,14.0000
FLD0304,2026-05-18,0.7826,0.6762,0.3723,1.1133,717.1931,0.1474,3.0000
FLD0310,2026-05-18,1.0000,0.4909,0.3522,0.7903,719.4177,,1.0000
FLD0313,2026-05-18,0.6154,0.6559,0.4020,1.2287,718.3476,0.1169,3.0000
FLD0314,2026-05-18,0.9853,0.4954,0.3461,0.7599,719.4651,0.0836,5.0000
FLD0316,2026-05-18,0.5974,0.5919,0.3958,1.2612,718.8592,0.1103,23.0000
FLD0318,2026-05-18,0.6757,0.4792,0.3036,0.9137,718.1337,0.1296,20.0000
FLD0321,2026-05-18,0.8989,0.6706,0.4086,1.0819,717.4460,0.0437,3.0000
FLD0322,2026-05-18,0.8592,0.6661,0.4160,1.1721,718.1906,0.0755,10.0000
FLD0325,2026-05-18,0.9487,0.4872,0.3008,0.7846,716.5286,0.0925,7.0000
FLD0326,2026-05-18,0.8609,0.7349,0.4481,1.5555,718.4368,0.0786,7.0000
FLD0330,2026-05-18,0.6486,0.5848,0.3498,0.9454,716.5515,0.0719,5.0000
FLD0333,2026-05-18,0.7600,0.6810,0.4014,1.0598,716.4264,0.0426,5.0000
FLD0335,2026-05-18,0.6926,0.6407,0.3925,1.0492,716.5767,0.0962,43.0000
FLD0336,2026-05-18,0.8957,0.5761,0.3529,0.8308,715.6637,0.0994,10.0000
FLD0339,2026-05-18,0.6184,0.3590,0.2353,0.4508,713.8135,0.0401,6.0000
FLD0340,2026-05-18,0.7000,0.3043,0.2183,0.4735,714.7336,0.1161,7.0000
FLD0343,2026-05-18,0.6936,0.5390,0.3214,0.7180,713.9210,0.0721,6.0000
FLD0345,2026-05-18,0.8406,0.4940,0.3217,0.7246,717.7803,0.0595,13.0000
FLD0346,2026-05-18,0.9744,0.6873,0.4028,0.9275,714.6513,0.0433,6.0000
FLD0353,2026-05-18,0.5047,0.2988,0.1979,0.4338,718.6142,0.0995,4.0000
FLD0356,2026-05-18,0.6558,0.3802,0.2510,0.5119,714.6588,0.0925,18.0000
FLD0357,2026-05-18,0.7297,0.2577,0.1807,0.3137,713.9383,0.0423,5.0000
FLD0359,2026-05-18,0.5556,0.1887,0.1735,0.4625,733.0535,,1.0000
